3827;2022-05-04;2022-05-04;3;2;Mass Leave Lebaran;Morning;Afternoon;1;1;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3828;2022-05-04;2022-05-04;3;5;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3829;2022-05-04;2022-05-04;3;6;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3830;2022-05-04;2022-05-04;3;7;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3831;2022-05-04;2022-05-04;3;8;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3832;2022-05-04;2022-05-04;3;11;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3833;2022-05-04;2022-05-04;3;12;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3834;2022-05-04;2022-05-04;3;13;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3835;2022-05-04;2022-05-04;3;14;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3836;2022-05-04;2022-05-04;3;15;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3837;2022-05-04;2022-05-04;3;16;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3838;2022-05-04;2022-05-04;3;17;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3839;2022-05-04;2022-05-04;3;20;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3840;2022-05-04;2022-05-04;3;22;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3841;2022-05-04;2022-05-04;3;25;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3842;2022-05-04;2022-05-04;3;27;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3843;2022-05-04;2022-05-04;3;28;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3844;2022-05-04;2022-05-04;3;29;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3845;2022-05-04;2022-05-04;3;31;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3846;2022-05-04;2022-05-04;3;32;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3847;2022-05-04;2022-05-04;3;33;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3848;2022-05-04;2022-05-04;3;35;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3849;2022-05-04;2022-05-04;3;36;Mass Leave Lebaran;Morning;Afternoon;1;1;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3850;2022-05-04;2022-05-04;3;37;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3851;2022-05-04;2022-05-04;3;38;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3852;2022-05-04;2022-05-04;3;39;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3853;2022-05-04;2022-05-04;3;40;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3854;2022-05-04;2022-05-04;3;41;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3855;2022-05-04;2022-05-04;3;45;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3856;2022-05-04;2022-05-04;3;46;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3857;2022-05-04;2022-05-04;3;47;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3858;2022-05-04;2022-05-04;3;48;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3859;2022-05-04;2022-05-04;3;49;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3860;2022-05-04;2022-05-04;3;51;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3861;2022-05-04;2022-05-04;3;53;Mass Leave Lebaran;Morning;Afternoon;1;1;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3862;2022-05-04;2022-05-04;3;54;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3863;2022-05-04;2022-05-04;3;56;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3864;2022-05-04;2022-05-04;3;57;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3865;2022-05-04;2022-05-04;3;59;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3866;2022-05-04;2022-05-04;3;60;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3867;2022-05-04;2022-05-04;3;61;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3868;2022-05-04;2022-05-04;3;63;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3869;2022-05-04;2022-05-04;3;64;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3870;2022-05-04;2022-05-04;3;66;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3871;2022-05-04;2022-05-04;3;67;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3872;2022-05-04;2022-05-04;3;68;Mass Leave Lebaran;Morning;Afternoon;1;1;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3873;2022-05-04;2022-05-04;3;69;Mass Leave Lebaran;Morning;Afternoon;1;1;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3874;2022-05-04;2022-05-04;3;71;Mass Leave Lebaran;Morning;Afternoon;1;6;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3875;2022-05-04;2022-05-04;3;72;Mass Leave Lebaran;Morning;Afternoon;1;1;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3876;2022-05-04;2022-05-04;3;73;Mass Leave Lebaran;Morning;Afternoon;1;1;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
3877;2022-05-04;2022-05-04;3;75;Mass Leave Lebaran;Morning;Afternoon;1;1;"{""comments"":[{""type"":""change"",""status_number"":3,""date"":""2022-05-04""}]}"
